Date,Open,High,Low,Close,Volume,OpenInt
4/16/2007,475.97,477.88,474.5,477.1,26900,0
4/17/2007,477.25,477.95,476.08,477.88,17100,0
4/18/2007,477.95,478.5,476.01,477.55,26400,0
4/19/2007,476.6,477.75,475.25,476.4,11200,0
4/20/2007,476,476.74,474,476,10500,0
4/23/2007,475.71,478.98,475.71,477.41,11600,0
4/24/2007,477.98,478.25,476.16,477.3,14600,0
4/25/2007,476.35,479.99,476.35,477.54,14500,0
4/26/2007,476.54,477.75,474.2,475,16800,0
4/27/2007,474.05,476.9,454.83,461.6,43600,0
4/30/2007,462.1,462.1,457.01,458.91,44700,0
5/1/2007,458.52,464.09,456.29,461,33200,0
5/2/2007,465,469.49,461.19,467.25,42400,0
5/3/2007,467.99,468.49,462.46,463.3,32800,0
5/4/2007,463.3,471.3,461.35,466.51,38600,0
5/7/2007,466.2,470.72,464.75,469.5,24000,0
5/8/2007,470.5,475.49,468.51,472.75,23800,0
5/9/2007,474,474,468.75,471.89,20900,0
5/10/2007,472.01,473.9,468.81,468.81,16500,0
5/11/2007,466,469.94,464.38,466,31900,0
5/14/2007,471,474.79,469.56,469.74,16100,0
5/15/2007,470.74,480,470.01,478.01,43900,0
5/16/2007,478.01,484.28,477.08,481.4,30500,0
5/17/2007,483.36,485.58,483,483.91,23000,0
5/18/2007,483.09,494.42,483.09,489.47,28000,0
5/21/2007,487.5,487.5,482.82,484.7,25000,0
5/22/2007,482.74,492.49,480.4,492,24700,0
5/23/2007,490.5,491.99,487.76,491,25500,0
5/24/2007,489.1,491.71,487.86,487.86,14000,0
5/25/2007,489.12,492.96,488.6,488.6,12400,0
5/29/2007,488.7,490.35,484.9,489.85,13000,0
5/30/2007,487.85,495.2,486.94,495.2,33700,0
5/31/2007,496,496.01,488.22,493,28100,0
6/1/2007,494,495.84,484.8,489,39700,0
6/4/2007,490.5,493.29,485.06,493.29,22800,0
6/5/2007,493.95,495,485.01,485.3,22800,0
6/6/2007,484.3,490,483.89,488.35,12900,0
6/7/2007,491,491,478,479.37,22100,0
6/8/2007,477.5,478.69,472.75,475.7,16100,0
6/11/2007,475.7,484.99,475.7,484.75,9300,0
6/12/2007,483.53,483.53,476.66,478.05,18500,0
6/13/2007,477.05,480,475,477.95,17400,0
6/14/2007,476.12,479.76,472.75,476.7,16400,0
6/15/2007,475.7,476.5,466.22,468.95,29800,0
6/18/2007,472.99,473,467.14,467.14,29200,0
6/19/2007,468.75,475.47,466.95,475.47,21800,0
6/20/2007,473.5,483.54,471.41,478.1,23900,0
6/21/2007,476.3,482.11,476.3,478.4,17300,0
6/22/2007,481,484.98,478.05,478.05,22200,0
6/25/2007,479,482.65,471.43,475.6,29100,0
6/26/2007,476.98,477.94,468.7,471.25,32200,0
6/27/2007,470.28,479.2,468.04,479.2,36000,0
6/28/2007,480,482.32,475.63,479.7,30500,0
6/29/2007,478.29,488.97,478.29,484.56,36700,0
7/2/2007,485.6,488.96,483.6,487.3,16200,0
7/3/2007,489.29,489.39,484.75,486.22,5800,0
7/5/2007,484.25,485.33,480.96,481.8,11700,0
7/6/2007,483.5,489.99,481.94,489.49,10700,0
7/9/2007,493,493,485,485.28,18900,0
7/10/2007,483.4,485.39,474.13,476.87,17200,0
7/11/2007,476.87,481.73,473.59,479.08,22300,0
7/12/2007,481.05,481.3,477.35,480.81,14700,0
7/13/2007,462.95,483.48,462.95,478.9,8200,0
7/16/2007,480.85,480.85,471.52,475.15,14600,0
7/17/2007,473.2,475.38,472.01,473.03,14100,0
7/18/2007,474.5,474.5,465.4,469.9,18700,0
7/19/2007,469.9,475.32,468.81,470,17200,0
7/20/2007,468.05,470.55,466.06,469.99,16700,0
7/23/2007,469.99,469.99,466.5,467.63,10000,0
7/24/2007,469.58,469.58,461.7,463.55,30200,0
7/25/2007,463,466.24,459.25,459.55,22200,0
7/26/2007,461.5,462.5,457.5,461.95,22400,0
7/27/2007,461.95,467.5,461.29,465.01,24600,0
7/30/2007,466.5,466.5,460,461,29000,0
7/31/2007,462,466.75,461.4,465.5,39600,0
8/1/2007,465.29,468.37,461.23,466.39,32300,0
8/2/2007,468.8,472.15,465.28,467.23,28000,0
8/3/2007,469.2,471.69,462.76,465,21600,0
8/6/2007,464,475.98,463.08,475.98,30000,0
8/7/2007,477.49,495,477.45,494.09,56300,0
8/8/2007,494.09,516.29,491,516.29,87700,0
8/9/2007,510,521.99,500,516.5,60700,0
8/10/2007,507.5,511.98,482.55,487.64,56200,0
8/13/2007,487.64,487.87,475.92,478.84,36200,0
8/14/2007,477.51,481,465.01,466,31800,0
8/15/2007,462,470,462,466.77,16400,0
8/16/2007,463,470.15,462.75,470.15,37700,0
8/17/2007,472,476.6,466.3,475.98,17700,0
8/20/2007,480.5,492.58,480.5,486.23,23400,0
8/21/2007,487.86,499,485.41,499,21000,0
8/22/2007,497.05,502.47,494,500,15800,0
8/23/2007,499,502.99,490.95,492.76,31900,0
8/24/2007,491.5,491.5,482.94,489,19300,0
8/27/2007,485,494.64,480.41,481.79,16900,0
8/28/2007,483.5,486.09,466,466,21600,0
8/29/2007,469,475,468.02,473.34,19400,0
8/30/2007,470,476.5,470,474.05,7100,0
8/31/2007,476.05,478.25,471.39,475.66,12900,0
9/4/2007,477,494.03,477,494.03,17700,0
9/5/2007,490,493.94,485.3,485.3,18000,0
9/6/2007,483.5,486.98,479.51,482.88,21000,0
9/7/2007,478,483.27,477.15,482,20000,0
9/10/2007,485,486.4,475.05,480.95,21700,0
9/11/2007,477.05,482,475.09,478,16400,0
9/12/2007,479.95,479.95,472.02,475,12600,0
9/13/2007,473.7,476.65,471.42,475,15100,0
9/14/2007,471,477.66,469.01,476.87,10700,0
9/17/2007,473,477.04,470,473,12700,0
9/18/2007,470.25,473,467.01,472.22,28500,0
9/19/2007,472.29,475.99,465.8,468.65,36000,0
9/20/2007,470,483,469.81,480.02,23900,0
9/21/2007,482,483.26,478.15,481.06,13200,0
9/24/2007,476.1,481,472.52,475.48,19200,0
9/25/2007,472.65,480,469.13,470.53,11200,0
9/26/2007,470.53,476.75,470.14,475,19300,0
9/27/2007,476.5,488.99,474.48,485.95,40800,0
9/28/2007,484.05,489.32,483,484,22000,0
10/1/2007,485.95,494.16,485,485.81,24000,0
10/2/2007,488,496,486.3,492,19600,0
10/3/2007,493.98,498,489.49,494.76,11900,0
10/4/2007,492.85,493,486.51,486.51,10200,0
10/5/2007,485.43,497.86,484,494.19,14700,0
10/8/2007,497.5,522.24,497.5,502.1,26700,0
10/9/2007,493.25,510,493.25,508,28700,0
10/10/2007,511,523.98,509.48,519.12,25200,0
10/11/2007,519.12,527.37,516.12,516.12,10100,0
10/12/2007,516,521.02,512.25,516.69,9200,0
10/15/2007,513.96,521.63,513.5,514.97,16900,0
10/16/2007,513,514.94,504.4,504.4,22300,0
10/17/2007,505.06,510.82,504.45,504.45,22100,0
10/18/2007,508,508,503,503,19500,0
10/19/2007,504.83,504.83,497.65,497.65,10900,0
10/22/2007,499.5,504.44,497.01,500,11200,0
10/23/2007,500.5,514.26,500.5,514.26,16800,0
10/24/2007,514,519.12,509.8,516.26,14300,0
10/25/2007,519,526.62,512,522.02,18500,0
10/26/2007,525,526.54,514.2,516.19,14000,0
10/29/2007,519.85,534.82,516.5,527.78,16500,0
10/30/2007,525.25,533.22,522.3,533.22,8700,0
10/31/2007,531.25,544,531.25,543.22,14600,0
11/1/2007,540,545.5,533.48,545.5,39900,0
11/2/2007,554,554.95,525.15,525.15,27400,0
11/5/2007,554.05,554.05,505.95,505.95,30764,0
11/6/2007,506,509.67,500,503.5,24513,0
11/7/2007,532.4,532.4,485.31,487.15,26317,0
11/8/2007,488,511.73,488,507.8,48101,0
11/9/2007,514.95,514.95,494.99,502.65,19478,0
11/12/2007,520,520,468,469.41,85511,0
11/13/2007,470,489.72,470,489.59,20724,0
11/14/2007,501,501,473.02,482,15806,0
11/15/2007,475,498.36,475,482.92,28260,0
11/16/2007,475,485,475,483.54,14605,0
11/19/2007,496.67,496.67,471.99,473.75,27484,0
11/20/2007,475,475.72,464.04,464.3,34495,0
11/21/2007,465,474.99,456.01,466,13608,0
11/23/2007,479.98,479.98,469.01,472.26,4465,0
11/26/2007,461.01,479.95,461.01,467,14865,0
11/27/2007,462.01,479.44,462.01,476.77,15440,0
11/28/2007,478.85,488.88,472.59,487.25,21105,0
11/29/2007,495.87,495.87,480.07,484,14510,0
11/30/2007,485,491.99,480,482.15,17400,0
12/3/2007,482,494,479,488.08,9013,0
12/4/2007,490,493,481.01,483.4,18500,0
12/5/2007,478,487.5,478,484.6,13925,0
12/6/2007,492,492,472.01,479.5,25120,0
12/7/2007,473,479.62,470,474.37,13420,0
12/10/2007,475,479.9,465,471.75,59910,0
12/11/2007,466,478.7,464,464,31230,0
12/12/2007,475.48,475.48,465.13,471.27,20862,0
12/13/2007,480.8,480.8,466,466.25,15810,0
12/14/2007,474.97,474.97,463,463,21405,0
12/17/2007,464,469.6,464,465,11200,0
12/18/2007,469.99,469.99,464.51,466.98,16603,0
12/19/2007,469.99,469.99,464.31,468.2,4414,0
12/20/2007,474.99,474.99,466.01,472.86,11120,0
12/21/2007,473.82,476.99,466.02,476.5,9800,0
12/24/2007,480,488.37,475,482,4400,0
12/26/2007,484.5,486.5,476.5,477.07,6700,0
12/27/2007,475,476.6,471.34,471.34,5800,0
12/28/2007,475,484.9,472.59,481.3,8600,0
12/31/2007,485,491.1,485,491.1,10880,0
1/2/2008,491.1,492.97,476.85,476.85,18000,0
1/3/2008,480,482,470,470.8,14150,0
1/4/2008,470.6,470.99,456.7,456.7,19821,0
1/7/2008,458.85,476,458.85,470,16500,0
1/8/2008,474,474.93,462.02,463.05,19200,0
1/9/2008,465,467,450,453.45,18300,0
1/10/2008,453.45,456.46,440,454.5,33407,0
1/11/2008,443.99,457,436.13,444,39357,0
1/14/2008,448.95,450.83,438.64,447.95,18060,0
1/15/2008,447.94,447.94,428,428,22500,0
1/16/2008,424.5,440,418,433.55,17800,0
1/17/2008,428.01,432.99,417,417,21609,0
1/18/2008,423.94,427.5,394.99,421.75,37000,0
1/22/2008,411.98,416,398.01,408.98,45465,0
1/23/2008,401.12,431,400,427.92,26928,0
1/24/2008,439.79,449.75,421.01,426,26600,0
1/25/2008,437,440.31,425,427,20500,0
1/28/2008,435,440.5,425.91,440.5,22900,0
1/29/2008,445,450,440,443.6,18900,0
1/30/2008,448.1,448.99,436.1,437.02,27300,0
1/31/2008,438,463,436.01,463,21800,0
2/1/2008,465,471.99,455,455,25200,0
2/4/2008,460,466.05,460,464,16400,0
2/5/2008,462.42,462.86,454.85,455,13800,0
2/6/2008,450.22,454.18,445.51,447.06,17400,0
2/7/2008,447.06,447.06,426.61,447,25400,0
2/8/2008,449,450,438.75,438.75,10600,0
2/11/2008,441,441,430.2,434.08,25600,0
2/12/2008,433,443.25,432.08,443.25,21500,0
2/13/2008,448,448,436.09,443.75,16800,0
2/14/2008,447.25,452.66,445.39,452.17,18100,0
2/15/2008,447.4,449.28,445.41,447,9600,0
2/19/2008,457,457,442.53,448.91,28900,0
2/20/2008,440.21,459,440.21,459,37573,0
2/21/2008,459.1,463.85,456.01,458.78,14500,0
2/22/2008,461.75,470,452.59,470,22400,0
2/25/2008,470,470,463.93,466.99,21463,0
2/26/2008,466.99,468.97,464.81,467.25,7900,0
2/27/2008,468.5,468.98,464,465.5,19700,0
2/28/2008,466.43,467.97,462.89,464.05,12700,0
2/29/2008,455.5,471,455.5,464.75,23450,0
3/3/2008,464,466.5,457.02,464.05,32200,0
3/4/2008,460,464,452.5,452.5,11400,0
3/5/2008,463.18,463.18,454.5,455.75,20900,0
3/6/2008,457.25,459.4,441.65,441.65,47900,0
3/7/2008,442.25,447.99,440.57,446.75,15300,0
3/10/2008,449,449,437.5,437.5,17700,0
3/11/2008,452.5,456,440,456,19400,0
3/12/2008,455.99,455.99,441.44,441.6,17800,0
3/13/2008,440,447.97,438.06,445,22000,0
3/14/2008,448,448,437.25,437.25,17300,0
3/17/2008,439.99,443,435,435,13100,0
3/18/2008,446.59,453.88,435.16,450,21700,0
3/19/2008,452,452,440,443,10300,0
3/20/2008,453,453,439.79,445.07,20900,0
3/24/2008,449.75,451.72,447.52,451.25,8313,0
3/25/2008,449,451.33,443,449.55,6300,0
3/26/2008,452,456.52,448.5,448.5,14200,0
3/27/2008,450.5,454.5,443,443,11400,0
3/28/2008,443,448.97,443,446.92,6500,0
3/31/2008,444.5,445.9,434.39,439.97,26400,0
4/1/2008,439,442.25,435.43,442.25,24000,0
4/2/2008,440,458.31,440,456,26500,0
4/3/2008,453,453,441.99,451,10400,0
4/4/2008,448.66,450.95,443,443,7368,0
4/7/2008,446,451.09,445.99,449.99,16000,0
4/8/2008,447,448.96,441.6,441.6,12200,0
4/9/2008,439.25,448.06,436.5,436.5,13100,0
4/10/2008,437.49,439.19,430,432.75,26350,0
4/11/2008,430,436.95,427.85,428.25,14290,0
4/14/2008,426,428.9,418,418,10221,0
4/15/2008,422.36,429.98,420.39,422.55,13892,0
4/16/2008,424,437,417,437,33346,0
4/17/2008,433.5,434.14,423.69,430.99,20586,0
4/18/2008,430.99,430.99,423,423.05,22579,0
4/21/2008,423.1,433.61,423.05,426.75,21091,0
4/22/2008,429.25,429.25,419.5,419.5,10700,0
4/23/2008,421.17,425.5,420,420,9461,0
4/24/2008,422.5,428,416,428,11426,0
4/25/2008,427.07,427.99,423.5,427.98,8726,0
4/28/2008,422.06,435,422.06,432.25,20037,0
4/29/2008,433,435,428.01,433,15471,0
4/30/2008,431.25,435,429.26,434.4,18277,0
5/1/2008,420.01,420.99,410.98,420,64121,0
5/2/2008,420,420,416,418.6,33737,0
5/5/2008,417.75,425.8,416.51,424,40648,0
5/6/2008,424,429.2,419.32,429.2,13337,0
5/7/2008,430.5,430.5,420,420,19533,0
5/8/2008,417.01,426.25,417.01,426.25,24160,0
5/9/2008,428,428,417.25,417.25,26276,0
5/12/2008,415.55,415.55,402.33,409.5,55363,0
5/13/2008,409.5,409.5,401.48,405.99,61482,0
5/14/2008,405.99,409.69,403,404.98,39922,0
5/15/2008,404.88,406.08,401.96,406.07,46391,0
5/16/2008,402,405.23,402,403.01,23086,0
5/19/2008,403,406,402.18,405.19,24587,0
5/20/2008,405.19,405.95,402,402.51,25756,0
5/21/2008,404,405.53,401.01,401.01,29797,0
5/22/2008,401,405.02,398.35,402.5,39383,0
5/23/2008,402.5,406,401,401,40117,0
5/27/2008,401,407.05,400.02,407.05,19801,0
5/28/2008,407,407,401,403.26,25054,0
5/29/2008,401.1,408.49,401.1,407.63,23366,0
5/30/2008,408.75,408.75,403.79,404.65,39258,0
6/2/2008,419.01,419.01,405,407.25,37303,0
6/3/2008,410,411.06,407.25,410,25293,0
6/4/2008,408.44,411.62,408,409.21,36037,0
6/5/2008,411.21,415.5,408.5,415.5,31551,0
6/6/2008,413.5,414.75,402.25,402.25,24274,0
6/9/2008,411.32,414.25,403.35,403.35,51088,0
6/10/2008,403.83,411.94,403.83,409.85,19628,0
6/11/2008,409.97,410.31,401.8,402.1,13728,0
6/12/2008,407.99,410.5,403.48,408,17903,0
6/13/2008,409.95,409.95,403.01,408.99,12902,0
6/16/2008,409,409.5,404.5,409.5,14606,0
6/17/2008,406.25,406.25,400.19,401,12988,0
6/18/2008,400.01,404.29,399,399.65,23303,0
6/19/2008,399.5,399.5,391.01,396.95,27813,0
6/20/2008,392.86,398,388.99,391.85,36249,0
6/23/2008,394.5,395.5,385.15,385.15,20068,0
6/24/2008,388,390,380.17,385.98,68469,0
6/25/2008,391.75,391.75,381.3,381.3,55581,0
6/26/2008,380,383.99,375.05,375.05,40447,0
6/27/2008,375.01,377,367.3,367.3,40392,0
6/30/2008,375,375,367,367,30668,0
7/1/2008,367,376.33,366,370.8,45035,0
7/2/2008,369.5,374.91,362.5,362.5,28024,0
7/3/2008,360.37,363.39,360,360.5,12092,0
7/7/2008,359.75,366.5,356,356.2,24547,0
7/8/2008,356.2,374.5,353,374.5,53644,0
7/9/2008,373.99,374.29,362.25,362.25,27814,0
7/10/2008,361.51,362.9,354.18,358.05,27227,0
7/11/2008,355,370,344,348.62,76360,0
7/14/2008,348.01,350,333,333.81,49598,0
7/15/2008,329,332.32,315.9,316.8,144922,0
7/16/2008,320,350,316.1,350,120669,0
7/17/2008,347.99,347.99,323.06,347.58,77053,0
7/18/2008,349.84,360.75,339.23,360.75,54567,0
7/21/2008,364.75,366.99,349.59,355.5,74544,0
7/22/2008,350.01,379.05,344.01,379.05,73087,0
7/23/2008,380.01,380.01,361.57,374.75,73086,0
7/24/2008,371,372.93,361.05,361.05,68156,0
7/25/2008,361,366.04,360.46,363.3,47722,0
7/28/2008,364,371.01,355.76,355.8,46922,0
7/29/2008,355,374.8,355,374.8,38957,0
7/30/2008,373.46,373.46,363.11,369.75,52687,0
7/31/2008,365,368.95,363,363,17463,0
8/1/2008,367.5,370.46,361.26,370.46,21293,0
8/4/2008,370,370,362.25,362.25,26837,0
8/5/2008,371.99,372.67,358.14,370.09,56019,0
8/6/2008,365,375.21,363.5,365.6,44718,0
8/7/2008,366.13,370,360,360.25,52187,0
8/8/2008,361.05,370,361.05,370,31168,0
8/11/2008,370.01,370.48,364.01,367.45,29758,0
8/12/2008,365.45,368.43,360.6,360.6,33912,0
8/13/2008,362.4,363.96,357,357.8,29309,0
8/14/2008,356.77,365,356.77,365,27765,0
8/15/2008,363.1,371.85,363.1,371.85,35938,0
8/18/2008,370,370,359.25,359.25,43053,0
8/19/2008,357.75,362.4,356.5,356.5,35852,0
8/20/2008,360.75,363,357.34,363,37526,0
8/21/2008,360.25,362.26,357.04,360.29,11485,0
8/22/2008,358.25,364.15,355.5,364.15,28308,0
8/25/2008,360.5,361.26,351.05,351.05,45804,0
8/26/2008,351.62,360,351.62,359.99,36150,0
8/27/2008,356.1,364.19,354.21,364,22173,0
8/28/2008,365.18,368.85,360.34,368.85,28538,0
8/29/2008,368,370,361,370,30723,0
9/2/2008,369,371,363.63,369.1,28540,0
9/3/2008,369,369.99,364.75,367.15,23422,0
9/4/2008,367.15,367.15,359.6,359.6,24771,0
9/5/2008,359,376.5,358.23,376.5,56668,0
9/8/2008,381.5,389.93,370.14,376.5,44327,0
9/9/2008,379.4,379.4,360.75,360.75,59164,0
9/10/2008,364.89,379.49,363.62,373.66,52908,0
9/11/2008,370.41,371,362.86,364.53,33005,0
9/12/2008,364.7,367,362,362.15,28177,0
9/15/2008,364.99,364.99,343,343,64110,0
9/16/2008,343,374.68,333,374.5,105538,0
9/17/2008,363,393.97,362,370.25,91719,0
9/18/2008,384,447.2,369.14,447.2,85024,0
9/19/2008,437,480,380.1,480,84714,0
9/22/2008,455.01,455.01,408.67,411.59,27700,0
9/23/2008,409,424.95,396.99,412.25,39927,0
9/24/2008,421.5,421.5,401.67,404.5,15705,0
9/25/2008,401.5,406.79,398.5,406.79,14994,0
9/26/2008,399,401.5,384.5,385.5,20037,0
9/29/2008,393.98,393.98,325,325,30173,0
9/30/2008,375,390.45,351.5,351.5,29383,0
10/1/2008,365,381.74,361.19,380,13681,0
10/2/2008,379.01,380.25,364,364,10973,0
10/3/2008,366.88,392.38,361,361,31553,0
10/6/2008,360,360,326,326,23988,0
10/7/2008,345,355,330.1,330.1,26212,0
10/8/2008,335,343.98,326.02,332.25,21566,0
10/9/2008,342,343.6,318,318.15,70461,0
10/10/2008,309.4,326.78,299,322,103819,0
10/13/2008,339.3,381,335.35,381,54927,0
10/14/2008,380.01,388.35,315.01,339.6,75397,0
10/15/2008,327,327,307,311.05,69710,0
10/16/2008,320,322,290.32,308,55043,0
10/17/2008,306.62,323.71,303,314,42103,0
10/20/2008,310.07,342.99,310.07,335,42164,0
10/21/2008,344,347.98,324.99,342.45,34769,0
10/22/2008,330,335.44,308,309.01,58336,0
10/23/2008,314,317.65,293.55,305.17,45928,0
10/24/2008,292,324,287.16,324,46546,0
10/27/2008,306,310.96,297.1,301.01,58234,0
10/28/2008,305.01,326.1,297.05,326.1,69190,0
10/29/2008,309.02,345.72,307,343.7,91052,0
10/30/2008,349.9,349.9,320.39,322,41664,0
10/31/2008,319.9,350.84,311.19,350.84,44715,0
11/3/2008,347,370.52,345,369.75,82702,0
11/4/2008,368,373.94,343.27,351,36024,0
11/5/2008,329.99,337.67,319.1,319.1,52930,0
11/6/2008,311.1,322.1,300.05,302.1,84834,0
11/7/2008,302.1,319.5,302.1,317.85,31988,0
11/10/2008,322.5,332.5,301.29,305.04,53601,0
11/11/2008,301,313.65,300,303,62524,0
11/12/2008,306.25,306.25,296,296,49492,0
11/13/2008,299.5,323.8,291.01,321.34,68939,0
11/14/2008,311,326.82,309.26,312.25,44114,0
11/17/2008,312.25,312.25,296.75,296.75,58740,0
11/18/2008,297.5,306.65,291,303.51,48603,0
11/19/2008,297,301.09,272.13,272.5,88403,0
11/20/2008,273.99,274.48,242.99,245.25,106958,0
11/21/2008,254,262,234.23,248,92499,0
11/24/2008,252,279.75,252,279.75,90089,0
11/25/2008,285.51,288.2,263.31,288.2,51608,0
11/26/2008,280,283,271.23,280.16,50539,0
11/28/2008,285,308,280.91,308,24311,0
12/1/2008,305.74,305.74,245.25,245.25,67519,0
12/2/2008,261.97,275.87,256.5,270.25,71040,0
12/3/2008,261,294.38,259.99,291.45,55726,0
12/4/2008,288.98,298.96,278.58,284.12,47648,0
12/5/2008,279.99,297.9,276.61,297.9,52652,0
12/8/2008,300,311.94,298.01,311.94,97153,0
12/9/2008,305.08,309.35,292.43,303.4,73109,0
12/10/2008,303.4,311.71,303,307.34,40375,0
12/11/2008,304.25,312,298.2,299.31,55481,0
12/12/2008,295,304.85,293.5,298.25,42220,0
12/15/2008,298.05,303.6,294.35,299.95,26859,0
12/16/2008,299.95,310.95,297.99,310.95,55014,0
12/17/2008,305,308.99,301.16,303.06,26253,0
12/18/2008,300,307.14,291.9,291.9,39715,0
12/19/2008,292.25,299.72,289,290.5,44413,0
12/22/2008,291.2,294.84,275.71,280.25,40747,0
12/23/2008,277.75,286.51,275.01,276.21,51001,0
12/24/2008,276.21,283.25,273.72,283.25,12803,0
12/26/2008,283.26,285.94,273.29,282.56,20592,0
12/29/2008,282.56,284.74,277.52,282.01,23390,0
12/30/2008,286,293,278.62,293,34303,0
12/31/2008,293.98,299,282,299,38815,0
1/2/2009,297,297,289.13,295.9,25399,0
1/5/2009,296,300.22,289.44,296.25,33348,0
1/6/2009,299.75,313.9,298,313.9,49938,0
1/7/2009,310,310,292.76,293.75,29669,0
1/8/2009,299.99,309.5,297.45,302.05,46251,0
1/9/2009,304.5,304.54,293.31,298.55,37367,0
1/12/2009,302,302.54,295,295,49674,0
1/13/2009,295,306.16,294.5,303.55,57422,0
1/14/2009,297,299.2,283.25,283.25,51473,0
1/15/2009,286.59,308.96,280,290.01,112336,0
1/16/2009,302.99,307.5,294.03,297.5,50307,0
1/20/2009,295,307.91,282.1,283.01,78865,0
1/21/2009,290,305,285.91,298,61172,0
1/22/2009,282.68,299.6,282.68,285.15,55752,0
1/23/2009,280,289.68,280,289.68,29609,0
1/26/2009,285.5,293.61,279.33,279.33,30839,0
1/27/2009,286,290.25,282.68,290.25,23774,0
1/28/2009,293.02,307.7,290.48,307.6,64261,0
1/29/2009,301,301.99,283.29,283.75,59488,0
1/30/2009,290.04,290.04,270.03,270.03,47800,0
2/2/2009,270.45,284.92,267.66,282,45729,0
2/3/2009,294.97,309.12,290,296.5,128259,0
2/4/2009,290.01,299.54,287.68,290.39,71250,0
2/5/2009,290.39,297.25,285.88,295.99,52379,0
2/6/2009,290.99,304.99,288.97,303.33,89582,0
2/9/2009,305,305.01,299,305,35543,0
2/10/2009,306.98,306.98,294.05,294.05,71410,0
2/11/2009,299,310.83,299,310.49,49259,0
2/12/2009,304,317.75,302.96,316.02,67703,0
2/13/2009,316.02,316.02,308.01,308.94,76524,0
2/17/2009,304.33,305,294.02,294.02,55481,0
2/18/2009,295,301.48,293.6,295.06,44452,0
2/19/2009,301,306.21,286.82,286.82,55313,0
2/20/2009,278.74,290.84,275.58,287.28,46112,0
2/23/2009,292.53,298,270,271.26,75009,0
2/24/2009,269,284.71,265,284.71,94236,0
2/25/2009,284.71,285.54,274.5,285.01,67414,0
2/26/2009,282.25,287.25,276.04,279.08,68890,0
2/27/2009,274.08,276.58,265.81,265.81,42932,0
3/2/2009,262.5,268,254.3,254.3,59673,0
3/3/2009,253,257.99,246.01,247.56,70715,0
3/4/2009,255,259.26,246.5,251.59,48902,0
3/5/2009,249.85,249.85,226.08,227.85,115597,0
3/6/2009,228.96,233.89,217.06,225.21,90894,0
3/9/2009,218.05,220.05,208.77,211,89871,0
3/10/2009,215.61,235.79,214.54,235.15,114103,0
3/11/2009,240,241.86,219.46,223.7,92957,0
3/12/2009,222,239.42,215.79,234,86327,0
3/13/2009,229.97,239.92,229.97,238.47,58572,0
3/16/2009,238.74,245.79,232.8,236.88,77165,0
3/17/2009,238.44,246.78,231.76,246.78,61486,0
3/18/2009,243.28,248.45,236.02,248.45,118231,0
3/19/2009,251.74,255.99,234.05,234.05,64223,0
3/20/2009,237.94,246.91,230.46,242.3,72305,0
3/23/2009,246.99,272,246.99,271.25,141018,0
3/24/2009,257.26,268.15,257.26,261.1,140903,0
3/25/2009,260,288,260,287.5,112553,0
3/26/2009,284.25,293.01,280.83,292.99,116132,0
3/27/2009,284.85,288.81,283.28,283.57,59218,0
3/30/2009,274,285,271.16,276.78,87213,0
3/31/2009,279.95,283.97,275.27,283.88,71361,0
4/1/2009,282.63,287.86,275,287.86,53000,0
4/2/2009,291.01,293.99,284.44,290.8,87728,0
4/3/2009,288.9,295.85,285,295.85,46204,0
4/6/2009,293,293,285.58,287.6,31937,0
4/7/2009,285.17,289.01,281,281,37737,0
4/8/2009,289.85,294.4,287.41,291.9,37509,0
4/9/2009,294.12,316,290.93,316,95027,0
4/13/2009,307,312.47,297,302,70798,0
4/14/2009,299,299,280.05,280.05,78202,0
4/15/2009,280.51,297.79,280.04,297.79,62233,0
4/16/2009,299.02,301.96,290.62,295.55,64621,0
4/17/2009,293.5,294.12,282.43,286.6,63212,0
4/20/2009,285.05,285.26,264,264,88794,0
4/21/2009,260.05,287.8,255.37,287.8,113450,0
4/22/2009,282.11,292,274.32,279.81,122467,0
4/23/2009,286.59,286.99,271.44,286.99,80922,0
4/24/2009,288.75,292.45,279.78,289.75,93487,0
4/27/2009,280.86,290.24,278.42,278.42,50577,0
4/28/2009,273.02,292.16,271.64,287.02,52107,0
4/29/2009,286.02,294.89,285,294.89,51803,0
4/30/2009,296.51,300.78,281,287,66085,0
5/1/2009,284.68,284.68,278.05,278.05,41344,0
5/4/2009,279.01,280.21,269.31,278.05,126756,0
5/5/2009,273.47,278.93,272.57,276.83,76526,0
5/6/2009,279.99,295.2,275.86,295.2,83624,0
5/7/2009,292,292,272,276.02,77114,0
5/8/2009,279.11,288.48,276.05,288.48,95516,0
5/11/2009,285.53,285.77,276,283,75681,0
5/12/2009,287.47,298.25,281.56,288.35,97606,0
5/13/2009,285,288.48,279.53,282.5,101364,0
5/14/2009,282.5,289.84,282.04,286.99,55179,0
5/15/2009,288,288,277.68,280.96,44432,0
5/18/2009,285.39,286.77,276.95,285.8,94957,0
5/19/2009,285,285,276.78,277.15,51639,0
5/20/2009,281.95,283.5,273.23,274.1,51737,0
5/21/2009,270.41,277.69,270.41,274.45,43382,0
5/22/2009,274.44,280.27,274.13,278.5,33879,0
5/26/2009,275,284.16,274.3,284.16,54354,0
5/27/2009,281.75,284.94,278.95,280.04,83274,0
5/28/2009,286,286,277.68,281.9,54711,0
5/29/2009,282.98,285,278.72,285,64754,0
6/1/2009,285,285.91,281.32,283.99,109179,0
6/2/2009,281.15,287,280.01,285.95,57813,0
